Unnamed: 0,Rank,Name,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Acceleration,Sprint Speed,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,Vision,Crossing,Free Kick Accuracy,Short Passing,Long Passing,Curve,Dribbling,Agility,Balance,Reactions,Ball Control,Composure,Interceptions,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength,Aggression,Position,Weak foot,Skill moves,Preferred foot,Height,Weight,Alternative positions,Age,Nation,League,Team,play style,url,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
1446,1888,Ben Godfrey,75,81,44,61,61,74,76,70,90,46,35,53,55,40,44,56,60,33,68,63,55,58,65,64,72,62,63,75,71,71,75,77,82,63,79,81,CB,3,2,Right,"183cm / 6'0""",79kg / 174lb,"RB, LB",26,England,Serie A Enilive,Bergamo Calcio,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ben-godfrey/225793,,,,,
1459,1888,Frédéric Guilbert,75,71,47,68,71,73,75,72,70,65,38,66,47,32,44,63,74,42,73,65,56,69,67,74,71,74,67,73,70,71,74,76,78,76,73,76,RB,3,3,Right,"178cm / 5'10""",78kg / 172lb,"CB, LB",29,France,Serie A Enilive,Lecce,"Long Throw, Slide Tackle",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/frederic-guilbert/227222,,,,,
1479,1888,Mandela Keita,75,78,56,67,75,72,80,78,78,52,42,76,70,47,61,73,48,49,76,73,55,77,78,75,69,74,70,74,64,71,74,72,82,87,79,75,CDM,3,3,Right,"181cm / 5'11""",78kg / 172lb,CM,22,Belgium,Serie A Enilive,Parma,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mandela-keita/261539,,,,,
1491,1888,Nikola Krstović,75,66,75,57,71,26,74,65,67,79,78,76,69,67,70,57,46,66,67,42,58,72,61,60,76,74,64,18,80,20,18,25,86,69,81,58,ST,4,2,Right,"185cm / 6'1""",88kg / 194lb,,24,Montenegro,Serie A Enilive,Lecce,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nikola-krstovic/277839,,,,,
1513,1888,Giangiacomo Magnani,75,64,39,45,50,76,72,60,68,21,33,62,33,35,38,34,40,30,54,52,30,40,48,46,75,58,65,75,71,79,77,75,80,46,82,77,CB,3,2,Right,"191cm / 6'3""",87kg / 192lb,,28,Italy,Serie A Enilive,Hellas Verona,"Bruiser, Jockey",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/giangiacomo-magnani/242392,,,,,
1517,1888,Dennis Man,75,92,72,69,77,45,73,92,92,67,72,76,73,65,72,68,69,69,73,62,71,78,92,69,67,75,69,40,68,38,48,45,86,76,74,61,RM,3,4,Left,"183cm / 6'0""",82kg / 181lb,"LM, RW",26,Romania,Serie A Enilive,Parma,"Flair, Incisive Pass, Quick Step, Technical",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/dennis-man/239978,,,,,
1521,1888,Pablo Marí,75,55,40,49,53,77,72,49,59,34,38,49,40,28,31,34,32,30,68,61,27,49,42,31,71,60,70,77,78,75,78,76,78,56,78,74,CB,3,2,Left,"193cm / 6'4""",87kg / 192lb,,31,Spain,Serie A Enilive,Monza,"Intercept, Long Ball Pass, Power Header",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/pablo-mari/206654,,,,,
1522,1888,Răzvan Marin,75,64,74,76,75,67,71,66,63,72,68,82,78,72,76,73,75,75,78,75,77,75,73,73,75,76,75,72,58,66,67,66,67,80,66,74,CM,4,4,Right,"178cm / 5'10""",75kg / 165lb,CDM,28,Romania,Serie A Enilive,Cagliari,"Incisive Pass, Power Shot, Relentless, Tiki Taka",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/razvan-marin/235813,,,,,
1526,1888,Josep Martínez,75,75,71,67,74,26,76,24,30,11,6,50,7,6,18,52,12,12,27,24,11,8,32,22,75,11,42,11,11,15,13,15,54,42,58,24,GK,3,1,Right,"191cm / 6'3""",78kg / 172lb,,26,Spain,Serie A Enilive,Lombardia FC,Cross Claimer,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/josep-martinez/243311,75,71,67,76,74
1534,1888,Junior Messias,75,79,72,72,78,49,56,78,79,75,74,71,73,68,62,74,68,71,74,70,74,80,79,73,71,79,65,46,61,45,51,46,69,58,54,55,RM,3,3,Left,"179cm / 5'10""",70kg / 154lb,"RW, CM",33,Brazil,Serie A Enilive,Genoa,Rapid,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/junior-messias/240938,,,,,
1539,1888,Nikola Moro,75,67,73,75,74,70,75,66,67,74,70,82,74,64,68,78,67,69,78,80,68,74,68,61,72,77,77,71,69,69,71,72,75,81,74,70,CDM,5,3,Right,"185cm / 6'1""",77kg / 170lb,CM,26,Croatia,Serie A Enilive,Bologna,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nikola-moro/244270,,,,,
1543,1888,Yunus Musah,75,88,69,71,81,71,82,85,91,74,66,78,74,54,50,72,72,54,74,71,60,85,76,79,72,78,78,72,56,70,75,70,81,88,79,84,CM,3,4,Right,"178cm / 5'10""",75kg / 165lb,"CDM, RM",21,United States,Serie A Enilive,Milano FC,"Quick Step, Rapid",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/yunus-musah/253177,,,,,
1548,1888,Dan Ndoye,75,81,67,67,78,64,68,82,81,72,64,75,68,64,60,65,74,57,69,56,66,80,82,73,70,77,66,64,53,64,68,67,72,81,66,58,RM,3,3,Right,"184cm / 6'0""",79kg / 174lb,"LM, RW",23,Switzerland,Serie A Enilive,Bologna,Rapid,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/dan-ndoye/257980,,,,,
1552,1888,Tijjani Noslin,75,80,73,66,78,43,74,81,79,72,74,78,70,71,68,65,72,53,67,59,72,80,77,70,68,79,77,42,74,35,42,39,88,72,76,66,ST,4,4,Right,"178cm / 5'10""",73kg / 161lb,"RW, LW",25,Holland,Serie A Enilive,Latium,Rapid,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/tijjani-noslin/264257,,,,,
1565,1888,Luca Pellegrini,75,71,54,66,76,71,58,77,66,68,46,65,60,57,49,47,77,39,75,65,63,78,69,69,70,79,69,69,61,71,75,75,64,71,45,75,LB,4,3,Left,"178cm / 5'10""",72kg / 159lb,LM,25,Italy,Serie A Enilive,Latium,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/luca-pellegrini/243237,,,,,
1574,1888,Joel Pohjanpalo,75,68,76,63,72,38,76,64,71,78,78,79,71,74,72,67,54,47,70,55,69,71,71,70,74,72,73,32,76,29,40,28,85,73,81,63,ST,3,3,Right,"186cm / 6'1""",86kg / 190lb,,30,Finland,Serie A Enilive,Venezia,"Aerial, Power Header",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/joel-pohjanpalo/220165,,,,,
1576,1888,Marin Pongračić,75,61,26,52,62,75,75,56,65,28,21,40,22,25,30,54,27,25,67,63,34,59,62,51,72,64,69,72,78,74,78,74,83,54,84,78,CB,3,2,Right,"193cm / 6'4""",85kg / 187lb,,27,Croatia,Serie A Enilive,Fiorentina,Bruiser,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/marin-pongracic/238370,,,,,
1581,1888,Nemanja Radonjić,75,88,75,69,75,30,61,89,88,71,77,78,75,74,57,75,66,54,70,66,68,77,76,66,74,75,70,22,49,31,30,23,72,64,65,43,CAM,4,4,Right,"181cm / 5'11""",78kg / 172lb,"LM, LW",28,Serbia,Serie A Enilive,Torino,Finesse Shot,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nemanja-radonjic/243656,,,,,
1611,1888,Lazar Samardžić,75,70,71,73,79,60,62,75,65,70,70,77,75,61,50,76,64,66,78,75,71,80,77,73,74,80,72,64,40,58,65,58,61,66,64,52,CM,3,4,Left,"184cm / 6'0""",79kg / 174lb,"CDM, CAM",22,Serbia,Serie A Enilive,Bergamo Calcio,Tiki Taka,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lazar-samardzic/256115,,,,,
1627,1888,Borna Sosa,75,71,53,78,75,67,71,72,70,68,41,70,65,44,31,76,87,68,76,72,84,75,72,69,74,76,74,71,64,62,70,72,76,76,71,65,LB,3,3,Left,"186cm / 6'1""",79kg / 174lb,,26,Croatia,Serie A Enilive,Torino,"Slide Tackle, Trivela, Whipped Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/borna-sosa/243388,,,,,
1640,1888,Mile Svilar,75,75,73,70,78,58,75,60,55,9,14,53,18,16,37,50,18,22,42,42,23,26,66,54,70,28,48,13,22,12,23,18,71,32,61,28,GK,3,1,Right,"189cm / 6'2""",77kg / 170lb,,25,Serbia,Serie A Enilive,AS Roma,Cross Claimer,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mile-svilar/230872,75,73,70,75,78
1665,1888,Simone Verdi,75,77,71,74,79,43,47,85,70,72,68,74,72,74,78,73,72,84,75,71,80,77,87,86,70,81,74,36,46,40,48,48,56,63,38,48,CAM,5,4,Left,"174cm / 5'9""",72kg / 159lb,ST,32,Italy,Serie A Enilive,Como,"Chip Shot, Dead Ball, Flair, Incisive Pass, Trivela",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/simone-verdi/196889,,,,,
1711,2318,Toma Bašić,74,43,65,75,72,72,74,46,41,73,54,81,75,59,51,75,72,77,77,75,77,72,61,63,75,75,73,72,75,70,73,71,74,74,76,71,CM,3,3,Left,"190cm / 6'3""",82kg / 181lb,CDM,27,Croatia,Serie A Enilive,Latium,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/toma-basic/245275,,,,,
1718,2318,Samuele Birindelli,74,83,52,65,71,70,63,80,85,60,44,63,55,49,56,59,67,53,69,68,62,68,80,80,68,72,68,70,58,70,72,72,70,76,56,63,RB,4,3,Right,"176cm / 5'9""",70kg / 154lb,RM,25,Italy,Serie A Enilive,Monza,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/samuele-birindelli/237003,,,,,
1725,2318,Edoardo Bove,74,66,68,67,74,74,70,64,67,75,68,75,68,43,52,65,60,55,75,72,51,72,63,80,79,78,77,74,64,75,78,73,68,75,62,84,CM,3,2,Right,"175cm / 5'9""",64kg / 141lb,,22,Italy,Serie A Enilive,Fiorentina,"Relentless, Slide Tackle",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/edoardo-bove/262171,,,,,
1730,2318,Tajon Buchanan,74,92,65,66,74,67,73,93,91,64,65,75,58,58,55,68,67,47,70,61,55,75,79,69,73,74,66,68,68,68,66,64,84,73,70,78,RM,3,3,Right,"183cm / 6'0""",69kg / 152lb,"RB, RW",25,Canada,Serie A Enilive,Lombardia FC,"Quick Step, Rapid, Relentless",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/tajon-buchanan/246800,,,,,
1733,2318,Juan David Cabal,74,71,38,68,65,74,73,68,73,46,37,42,35,30,44,62,68,39,74,75,65,63,67,63,69,67,55,72,73,70,77,81,81,64,77,71,LB,2,2,Left,"186cm / 6'1""",80kg / 176lb,CB,23,Colombia,Serie A Enilive,Juventus,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/juan-david-cabal/251870,,,,,
1736,2318,Nicolò Cambiaghi,74,77,72,65,77,38,68,76,77,72,70,79,72,69,58,62,70,48,70,58,66,80,76,78,75,76,64,38,63,27,41,32,74,71,65,69,LW,4,3,Right,"173cm / 5'8""",74kg / 163lb,"ST, LM",23,Italy,Serie A Enilive,Bologna,Whipped Pass,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nicolo-cambiaghi/268703,,,,,
1738,2318,Elia Caprile,74,72,72,72,77,48,74,46,52,6,7,54,9,8,18,55,11,14,25,23,11,13,60,33,66,15,33,6,11,13,11,14,57,28,51,26,GK,3,1,Right,"191cm / 6'3""",73kg / 161lb,,23,Italy,Serie A Enilive,SSC Napoli,"Cross Claimer, Deflector",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/elia-caprile/255303,72,72,72,74,77
1768,2318,Joaquín Correa,74,65,73,73,78,40,64,65,65,76,74,79,69,75,57,73,74,63,76,68,81,79,83,67,70,80,75,36,69,39,37,26,71,70,66,48,ST,4,4,Right,"188cm / 6'2""",78kg / 172lb,LM,30,Argentina,Serie A Enilive,Lombardia FC,"Finesse Shot, Flair, Incisive Pass, Technical",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/joaquin-correa/215330,,,,,
1771,2318,Lassana Coulibaly,74,69,58,69,72,72,75,67,71,68,55,64,58,52,53,67,62,52,76,72,60,72,70,70,70,74,72,72,70,72,73,72,76,80,73,75,CDM,3,3,Right,"183cm / 6'0""",77kg / 170lb,CM,28,Mali,Serie A Enilive,Lecce,Anticipate,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lassana-coulibaly/230107,,,,,
1772,2318,Alessio Cragno,74,74,72,70,75,39,74,41,37,15,12,53,17,13,31,42,15,12,31,25,11,13,37,43,72,21,59,19,12,20,11,12,58,43,55,33,GK,3,1,Right,"184cm / 6'0""",78kg / 172lb,,30,Italy,Serie A Enilive,Monza,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alessio-cragno/205659,74,72,70,74,75
1776,2318,Patrick Cutrone,74,72,73,59,74,29,71,70,74,76,76,74,67,74,70,56,56,42,67,48,69,74,63,78,74,76,76,14,74,36,20,18,81,67,75,62,ST,3,3,Right,"183cm / 6'0""",79kg / 174lb,CAM,26,Italy,Serie A Enilive,Como,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/patrick-cutrone/237715,,,,,
1777,2318,Lucas Da Cunha,74,79,69,69,78,39,56,81,77,71,64,75,76,68,62,71,65,57,72,69,76,78,83,77,70,79,72,33,56,31,44,42,68,61,54,50,LM,3,3,Left,"176cm / 5'9""",69kg / 152lb,"RM, CAM, LW",23,France,Serie A Enilive,Como,Trivela,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lucas-da-cunha/254579,,,,,
1780,2318,Flavius Daniliuc,74,52,42,61,60,74,77,40,62,49,39,56,38,34,31,58,51,30,72,68,51,59,46,47,71,66,72,73,77,73,74,72,78,67,84,73,CB,4,2,Right,"188cm / 6'2""",80kg / 176lb,RB,23,Austria,Serie A Enilive,Hellas Verona,"Bruiser, Intercept, Jockey",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/flavius-daniliuc/252017,,,,,
1797,2318,Alberto Dossena,74,43,43,52,59,76,75,47,39,32,29,68,52,43,52,42,46,32,62,58,40,56,56,42,75,62,75,77,75,76,77,73,76,64,80,74,CB,3,2,Right,"195cm / 6'5""",77kg / 170lb,,25,Italy,Serie A Enilive,Como,"Block, Intercept, Jockey",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alberto-dossena/237586,,,,,
1801,2318,Ondrej Duda,74,65,71,73,78,64,63,67,63,70,70,78,69,71,70,73,65,74,76,73,77,79,76,75,72,78,78,66,52,65,67,58,59,73,54,75,CM,4,4,Right,"181cm / 5'11""",75kg / 165lb,"CDM, CAM",29,Slovakia,Serie A Enilive,Hellas Verona,Technical,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ondrej-duda/222148,,,,,
1802,2318,Alfred Duncan,74,67,64,72,74,76,80,68,67,68,50,84,80,58,48,67,68,59,80,74,64,74,70,71,75,76,78,74,70,75,81,74,78,78,78,86,CM,3,3,Left,"178cm / 5'10""",78kg / 172lb,CDM,31,Ghana,Serie A Enilive,Venezia,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alfred-duncan/208535,,,,,
1807,2318,Tyronne Ebuehi,74,85,51,60,70,69,71,78,90,64,48,68,40,38,47,41,72,33,70,55,55,72,76,63,74,66,63,71,62,69,68,70,75,76,67,73,RB,3,2,Right,"187cm / 6'2""",72kg / 159lb,,28,Nigeria,Serie A Enilive,Empoli,Jockey,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/tyronne-ebuehi/224213,,,,,
1831,2318,Roberto Gagliardini,74,42,63,70,71,75,69,44,40,68,54,76,73,68,40,72,64,49,75,72,68,71,61,62,69,76,77,74,73,75,76,75,68,62,68,78,CDM,3,3,Right,"190cm / 6'3""",77kg / 170lb,CM,30,Italy,Serie A Enilive,Monza,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/roberto-gagliardini/212153,,,,,
1833,2318,Antonino Gallo,74,78,52,70,70,68,66,77,79,67,48,60,50,51,48,65,75,60,72,64,74,69,71,67,74,72,61,72,61,67,67,70,74,74,65,56,LB,2,2,Left,"183cm / 6'0""",73kg / 161lb,,24,Italy,Serie A Enilive,Lecce,"Long Ball Pass, Whipped Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/antonino-gallo/244717,,,,,
1856,2318,Emmanuel Gyasi,74,79,64,67,74,48,70,81,78,75,65,66,59,50,61,70,70,39,72,58,62,75,75,75,76,72,67,38,52,53,48,47,74,78,71,57,RM,3,3,Right,"181cm / 5'11""",70kg / 154lb,"LM, ST, RW",30,Ghana,Serie A Enilive,Empoli,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/emmanuel-gyasi/220491,,,,,
1866,2318,Emil Holm,74,82,61,67,71,66,84,79,85,71,57,71,60,54,59,63,74,40,70,64,62,74,55,59,72,74,64,65,65,62,69,71,86,87,86,75,RM,3,3,Right,"191cm / 6'3""",83kg / 183lb,"RB, RW",24,Sweden,Serie A Enilive,Bologna,"Long Throw, Rapid, Relentless, Slide Tackle",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/emil-holm/246656,,,,,
1872,2318,Elseid Hysaj,74,73,51,66,72,72,69,69,77,63,47,68,43,40,40,59,73,30,71,68,54,72,69,68,74,72,74,72,65,72,73,72,70,71,64,79,LB,3,3,Right,"182cm / 6'0""",75kg / 165lb,RB,30,Albania,Serie A Enilive,Latium,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/elseid-hysaj/210864,,,,,
1879,2318,Armando Izzo,74,45,33,47,64,75,73,41,48,16,19,56,44,32,34,33,35,26,62,60,26,63,60,66,72,66,68,75,73,75,76,76,71,59,75,84,CB,4,2,Right,"183cm / 6'0""",78kg / 172lb,,32,Italy,Serie A Enilive,Monza,"Bruiser, Intercept",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/armando-izzo/216145,,,,,
1891,2318,Jesse Joronen,74,73,73,69,75,47,74,48,45,14,13,52,13,12,14,49,15,13,26,25,14,16,50,36,71,16,62,25,18,22,14,15,66,33,64,39,GK,3,1,Right,"197cm / 6'6""",89kg / 196lb,,31,Finland,Serie A Enilive,Venezia,Far Throw,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jesse-joronen/199904,73,73,69,74,75
1915,2318,Darko Lazović,74,71,72,74,75,65,56,75,67,72,69,79,74,71,55,76,73,74,75,69,74,75,83,83,71,74,70,65,62,63,67,65,61,71,44,68,LM,4,3,Right,"181cm / 5'11""",66kg / 146lb,"CAM, LW",33,Serbia,Serie A Enilive,Hellas Verona,"Rapid, Whipped Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/darko-lazovic/212127,,,,,
1920,2318,Karol Linetty,74,56,63,71,74,72,66,69,45,68,64,70,64,38,50,76,60,47,78,74,62,74,72,79,74,76,70,76,56,72,74,70,64,73,57,79,CM,3,3,Right,"175cm / 5'9""",80kg / 176lb,CAM,29,Poland,Serie A Enilive,Torino,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/karol-linetty/211408,,,,,
1956,2318,Fabio Miretti,74,75,60,75,76,66,70,74,75,68,52,66,68,70,65,76,71,69,78,74,74,76,78,77,71,76,72,66,49,64,71,69,65,77,65,76,CM,4,3,Right,"180cm / 5'11""",72kg / 159lb,CDM,21,Italy,Serie A Enilive,Genoa,Trivela,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/fabio-miretti/268802,,,,,
1984,2318,Juan Jesus,74,60,33,51,60,76,71,63,58,35,20,62,35,17,37,34,60,36,56,56,44,58,64,58,75,56,73,75,74,78,76,74,78,56,74,81,CB,3,2,Left,"185cm / 6'1""",83kg / 183lb,,33,Brazil,Serie A Enilive,SSC Napoli,Jockey,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/juan-jesus/200752,,,,,
1989,2318,Maduka Okoye,74,73,72,68,78,24,74,23,26,8,6,51,6,6,14,36,15,11,39,45,13,14,32,41,70,18,37,18,11,16,16,16,61,34,75,26,GK,3,1,Right,"198cm / 6'6""",94kg / 207lb,,25,Nigeria,Serie A Enilive,Udinese,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/maduka-okoye/257288,73,72,68,74,78
2012,2318,Tommaso Pobega,74,74,76,71,75,75,78,73,74,78,75,79,78,69,60,68,72,62,74,71,64,74,74,83,79,76,71,72,77,74,76,75,87,82,77,75,CM,4,3,Left,"188cm / 6'2""",75kg / 165lb,CDM,25,Italy,Serie A Enilive,Bologna,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/tommaso-pobega/252060,,,,,
2021,2318,Luca Ranieri,74,70,41,59,68,77,63,62,76,57,37,54,34,36,48,42,62,41,68,61,61,66,61,72,75,73,65,76,76,78,76,75,75,53,60,80,CB,3,2,Left,"187cm / 6'2""",76kg / 168lb,LB,25,Italy,Serie A Enilive,Fiorentina,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/luca-ranieri/240777,,,,,
2044,2318,Nicola Sansone,74,71,71,70,78,44,54,74,69,75,69,69,73,74,74,74,68,69,70,67,76,76,85,80,74,80,75,38,59,46,44,33,62,58,48,62,CAM,3,4,Right,"173cm / 5'8""",63kg / 139lb,ST,33,Italy,Serie A Enilive,Lecce,Technical,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nicola-sansone/201858,,,,,
2047,2318,Saba Sazonov,74,63,40,58,61,74,75,56,68,33,31,70,30,42,55,42,61,31,72,60,38,58,59,59,70,65,60,75,75,74,75,72,78,67,77,80,CB,3,2,Right,"194cm / 6'4""",84kg / 185lb,,22,Georgia,Serie A Enilive,Torino,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/saba-sazonov/278013,,,,,
2082,2318,Tomáš Suslov,74,78,71,72,76,52,71,87,70,70,66,81,74,71,63,72,69,71,75,72,73,76,82,91,68,74,64,56,45,53,52,48,71,73,68,77,RM,3,3,Left,"173cm / 5'8""",72kg / 159lb,"CAM, CM, RW",22,Slovakia,Serie A Enilive,Hellas Verona,"Anticipate, Flair, Technical",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/tomas-suslov/255233,,,,,
2100,2318,Stefano Turati,74,75,71,71,78,35,74,37,31,8,10,53,7,7,17,45,11,13,24,20,11,7,46,35,65,20,24,12,13,10,14,14,56,30,54,28,GK,2,1,Right,"188cm / 6'2""",85kg / 187lb,,23,Italy,Serie A Enilive,Monza,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/stefano-turati/254502,75,71,71,74,78
2110,2318,Nuno Tavares,74,84,65,69,72,68,76,79,88,76,61,80,69,44,42,62,78,55,71,67,73,74,75,60,69,72,71,62,58,66,74,73,79,74,77,73,LB,4,3,Left,"183cm / 6'0""",75kg / 165lb,LM,24,Portugal,Serie A Enilive,Latium,"Long Throw, Quick Step, Rapid",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nuno-tavares/251530,,,,,
2111,2318,Johan Vásquez,74,61,32,58,57,74,75,59,62,40,30,38,25,28,45,47,62,40,65,60,40,51,51,64,75,61,69,74,74,74,75,75,76,74,72,84,CB,2,2,Left,"185cm / 6'1""",72kg / 159lb,,25,Mexico,Serie A Enilive,Genoa,"Block, Intercept, Slide Tackle",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/johan-vasquez/244349,,,,,
2122,2318,Timothy Weah,74,85,70,67,75,63,69,84,86,69,70,73,69,71,60,69,67,53,71,63,64,75,86,74,72,74,70,64,67,61,64,60,80,71,69,64,RM,3,3,Right,"182cm / 6'0""",66kg / 146lb,"RB, RW",24,United States,Serie A Enilive,Juventus,"Flair, Quick Step, Trivela",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/timothy-weah/241496,,,,,
2149,2882,Jean-Daniel Akpa Akpro,73,70,67,70,74,72,75,71,69,76,65,72,69,68,56,71,64,56,75,72,66,74,78,78,71,72,77,75,65,69,75,73,74,82,70,80,CM,4,3,Right,"180cm / 5'11""",70kg / 154lb,CDM,31,Côte d'Ivoire,Serie A Enilive,Latium,Slide Tackle,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jean-daniel-akpa-akpro/205343,,,,,
2167,2882,Milan Badelj,73,44,61,71,71,70,70,48,41,60,50,72,72,66,68,71,69,58,75,74,64,72,63,63,68,75,73,71,66,72,70,64,65,73,67,74,CDM,4,3,Right,"186cm / 6'1""",80kg / 176lb,CM,35,Croatia,Serie A Enilive,Genoa,"Intercept, Press Proven, Tiki Taka",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/milan-badelj/201144,,,,,
2191,2882,Yoan Bonny,73,87,73,67,76,32,70,83,91,71,75,71,73,65,67,68,64,52,72,61,72,78,80,67,67,74,71,23,64,34,27,23,84,68,78,51,ST,3,4,Right,"189cm / 6'2""",86kg / 190lb,,20,France,Serie A Enilive,Parma,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/yoan-bonny/259565,,,,,
2199,2882,Gianluca Busio,73,73,64,72,76,63,65,76,70,68,61,70,68,56,60,75,55,66,79,73,73,73,89,93,68,75,73,63,58,61,68,58,69,82,57,65,CM,4,3,Right,"170cm / 5'7""",61kg / 134lb,CDM,22,United States,Serie A Enilive,Venezia,Block,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/gianluca-busio/242332,,,,,
2205,2882,Luca Caldirola,73,32,42,63,59,76,65,33,32,50,28,63,46,50,42,57,62,51,68,66,51,59,43,54,72,61,72,74,74,76,78,76,70,34,77,72,CB,3,2,Left,"186cm / 6'1""",79kg / 174lb,,33,Italy,Serie A Enilive,Monza,Power Header,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/luca-caldirola/199776,,,,,
2224,2882,Santiago Castro,73,79,73,59,73,40,65,80,79,72,74,76,72,56,64,54,65,47,64,50,57,74,77,77,66,72,58,38,75,29,39,41,83,45,69,75,ST,4,4,Right,"182cm / 6'0""",76kg / 168lb,RW,19,Argentina,Serie A Enilive,Bologna,Rapid,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/santiago-castro/267861,,,,,
2230,2882,Oliver Christensen,73,75,70,69,79,44,69,45,43,6,5,52,6,5,10,62,10,11,47,44,16,16,33,34,63,19,45,13,9,14,13,11,62,42,64,32,GK,2,1,Right,"190cm / 6'3""",82kg / 181lb,,25,Denmark,Serie A Enilive,Fiorentina,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/oliver-christensen/236758,75,70,69,69,79
2231,2882,Alessandro Circati,73,61,35,53,49,74,74,59,63,25,24,52,41,45,36,45,42,39,63,65,41,42,36,55,72,58,55,75,72,73,76,73,79,64,80,72,CB,3,2,Right,"190cm / 6'3""",84kg / 185lb,,20,Australia,Serie A Enilive,Parma,Aerial,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alessandro-circati/268913,,,,,
2233,2882,Elias Cobbaut,73,68,41,68,68,71,78,59,75,65,26,65,46,42,42,58,71,34,74,74,64,68,58,54,69,72,70,72,72,69,72,69,81,72,82,75,CB,4,2,Left,"188cm / 6'2""",78kg / 172lb,,26,Belgium,Serie A Enilive,Parma,Long Ball Pass,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/elias-cobbaut/232526,,,,,
